fid,class1,class2,subclass2,class3,croptyp2,partition
12304,**,C,**,**,C,100
12305,**,C,**,**,C,54
12306,**,C,**,**,C,93
12307,**,C,**,**,C,48
12308,**,C,**,**,C,89
12309,**,C,**,**,C,64
12310,**,C,**,**,C,14
12311,**,C,**,**,C,75
12312,**,C,**,**,C,36
12313,**,C,**,**,C,56
12314,**,C,**,**,C,84
12315,**,C,**,**,C,67
12316,**,C,**,**,C,18
12317,**,C,**,**,C,59
12318,**,C,**,**,C,79
12319,**,C,**,**,C,35
12320,**,C,**,**,C,86
12321,**,C,**,**,C,100
12322,**,C,**,**,C,60
12323,**,C,**,**,C,35
12324,**,C,**,**,C,5
12325,**,C,**,**,C,96
12326,**,C,**,**,C,59
12327,**,C,**,**,C,95
12328,**,C,**,**,C,23
12329,**,C,**,**,C,2
12330,**,C,**,**,C,49
12331,**,C,**,**,C,30
12332,**,C,**,**,C,1
12333,**,C,**,**,C,51
12334,**,C,**,**,C,35
12335,**,C,**,**,C,56
12336,**,C,**,**,C,20
12337,**,C,**,**,C,93
12338,**,C,**,**,C,13
12339,**,C,**,**,C,23
12340,**,C,**,**,C,20
12341,**,C,**,**,C,23
12342,**,C,**,**,C,99
12343,**,C,**,**,C,80
12344,**,C,**,**,C,43
12345,**,C,**,**,C,95
12346,**,C,**,**,C,23
12347,**,C,**,**,C,75
12348,**,C,**,**,C,64
12349,**,C,**,**,C,52
12350,**,C,**,**,C,80
12351,**,C,**,**,C,39
12352,**,C,**,**,C,67
12353,**,C,**,**,C,92
12354,**,C,**,**,C,54
12355,**,C,**,**,C,39
12356,**,C,**,**,C,62
12357,**,C,**,**,C,82
12358,**,C,**,**,C,73
12359,**,C,**,**,C,21
12360,**,C,**,**,C,80
12361,**,C,**,**,C,35
12362,**,C,**,**,C,87
12363,**,C,**,**,C,98
12364,**,C,**,**,C,57
12365,**,C,**,**,C,31
12366,**,C,**,**,C,5
12367,**,C,**,**,C,84
12368,**,C,**,**,C,40
12369,**,C,**,**,C,40
12370,**,C,**,**,C,55
12371,**,C,**,**,C,83
12372,**,C,**,**,C,83
12373,**,C,**,**,C,46
12374,**,C,**,**,C,96
12375,**,C,**,**,C,38
12376,**,C,**,**,C,52
12377,**,C,**,**,C,92
12378,**,C,**,**,C,82
12379,**,C,**,**,C,50
12380,**,C,**,**,C,37
12381,**,C,**,**,C,93
12382,**,C,**,**,C,91
12383,**,C,**,**,C,45
12384,**,C,**,**,C,61
12385,**,C,**,**,C,3
12386,**,C,**,**,C,69
12387,**,C,**,**,C,93
12388,**,C,**,**,C,22
12389,**,C,**,**,C,37
12390,**,C,**,**,C,58
12391,**,C,**,**,C,18
12392,**,C,**,**,C,34
12393,**,C,**,**,C,73
12394,**,C,**,**,C,16
12395,**,C,**,**,C,62
12396,**,C,**,**,C,1
12397,**,C,**,**,C,88
12398,**,C,**,**,C,32
12399,**,C,**,**,C,55
12400,**,C,**,**,C,71
12401,**,C,**,**,C,4
12402,**,C,**,**,C,6
12403,**,C,**,**,C,52
12404,**,C,**,**,C,22
12405,**,C,**,**,C,61
12406,**,C,**,**,C,96
12407,**,C,**,**,C,25
12408,**,C,**,**,C,81
12409,**,C,**,**,C,32
12410,**,C,**,**,C,24
12411,**,C,**,**,C,10
12412,**,C,**,**,C,60
12413,**,C,**,**,C,97
12414,**,C,**,**,C,56
12415,**,C,**,**,C,55
12416,**,C,**,**,C,89
12417,**,C,**,**,C,60
12418,**,C,**,**,C,50
12419,**,C,**,**,C,36
12420,**,C,**,**,C,15
12421,**,C,**,**,C,56
12422,**,C,**,**,C,4
12423,**,C,**,**,C,75
12424,**,C,**,**,C,80
12425,**,C,**,**,C,22
12426,**,C,**,**,C,11
12427,**,C,**,**,C,78
12428,**,C,**,**,C,5
12429,**,C,**,**,C,7
12430,**,C,**,**,C,42
12431,**,C,**,**,C,23
12432,**,C,**,**,C,96
12433,**,C,**,**,C,40
12434,**,C,**,**,C,23
12435,**,C,**,**,C,1
12436,**,C,**,**,C,12
12437,**,C,**,**,C,76
12438,**,C,**,**,C,3
12439,**,C,**,**,C,83
12440,**,C,**,**,C,84
12441,**,C,**,**,C,51
12442,**,C,**,**,C,19
12443,**,C,**,**,C,33
12444,**,C,**,**,C,68
12445,**,C,**,**,C,13
12446,**,C,**,**,C,37
12447,**,C,**,**,C,16
12448,**,C,**,**,C,97
12449,**,C,**,**,C,1
12450,**,C,**,**,C,92
12451,**,C,**,**,C,37
12452,**,C,**,**,C,96
12453,**,C,**,**,C,95
12454,**,C,**,**,C,100
12455,**,C,**,**,C,76
12456,**,C,**,**,C,75
12457,**,C,**,**,C,29
12458,**,C,**,**,C,91
12459,**,C,**,**,C,97
12460,**,C,**,**,C,39
12461,**,C,**,**,C,30
12462,**,C,**,**,C,30
12463,**,C,**,**,C,97
12464,**,C,**,**,C,51
12465,**,C,**,**,C,90
12466,**,C,**,**,C,1
12467,**,C,**,**,C,73
12468,**,C,**,**,C,97
12469,**,C,**,**,C,77
12470,**,C,**,**,C,18
12471,**,C,**,**,C,75
12472,**,C,**,**,C,33
12473,**,C,**,**,C,68
12474,**,C,**,**,C,73
12476,**,C,**,**,C,49
12477,**,C,**,**,C,27
12478,**,C,**,**,C,60
12479,**,C,**,**,C,74
12480,**,C,**,**,C,87
12481,**,C,**,**,C,15
12482,**,C,**,**,C,54
12483,**,C,**,**,C,77
12484,**,C,**,**,C,64
12485,**,C,**,**,C,36
12486,**,C,**,**,C,29
12487,**,C,**,**,C,30
12488,**,C,**,**,C,69
12489,**,C,**,**,C,70
12490,**,C,**,**,C,81
12491,**,C,**,**,C,44
12492,**,C,**,**,C,89
12493,**,C,**,**,C,3
12494,**,C,**,**,C,30
12495,**,C,**,**,C,97
12496,**,C,**,**,C,30
12497,**,C,**,**,C,55
12498,**,C,**,**,C,28
12499,**,C,**,**,C,24
12500,**,C,**,**,C,49
12501,**,C,**,**,C,52
12502,**,C,**,**,C,77
12503,**,C,**,**,C,72
12504,**,C,**,**,C,12
12505,**,C,**,**,C,63
12506,**,C,**,**,C,11
12507,**,C,**,**,C,81
12508,**,C,**,**,C,94
12509,**,C,**,**,C,86
12510,**,C,**,**,C,67
12511,**,C,**,**,C,6
12512,**,C,**,**,C,12
12513,**,C,**,**,C,98
12514,**,C,**,**,C,10
12515,**,C,**,**,C,64
12516,**,C,**,**,C,74
12517,**,C,**,**,C,72
12518,**,C,**,**,C,52
12519,**,C,**,**,C,38
12520,**,C,**,**,C,24
12521,**,C,**,**,C,68
12522,**,C,**,**,C,74
12523,**,C,**,**,C,59
12524,**,C,**,**,C,83
12525,**,C,**,**,C,23
12526,**,C,**,**,C,95
12527,**,C,**,**,C,9
12528,**,C,**,**,C,67
12529,**,C,**,**,C,87
12530,**,C,**,**,C,15
12531,**,C,**,**,C,61
12532,**,C,**,**,C,21
12533,**,C,**,**,C,34
12534,**,C,**,**,C,12
12535,**,C,**,**,C,84
12536,**,C,**,**,C,28
12537,**,C,**,**,C,25
12538,**,C,**,**,C,81
12539,**,C,**,**,C,56
12540,**,C,**,**,C,73
12541,**,C,**,**,C,47
12542,**,C,**,**,C,68
12543,**,C,**,**,C,90
12544,**,C,**,**,C,53
12545,**,C,**,**,C,10
12546,**,C,**,**,C,42
12547,**,C,**,**,C,26
12548,**,C,**,**,C,15
12549,**,C,**,**,C,17
12550,**,C,**,**,C,95
12551,**,C,**,**,C,64
12552,**,C,**,**,C,6
12553,**,C,**,**,C,100
12554,**,C,**,**,C,66
12555,**,C,**,**,C,90
12556,**,C,**,**,C,83
12557,**,C,**,**,C,51
12558,**,C,**,**,C,36
12559,**,C,**,**,C,29
12560,**,C,**,**,C,35
12561,**,C,**,**,C,52
12562,**,C,**,**,C,94
12563,**,C,**,**,C,5
12564,**,C,**,**,C,60
12565,**,C,**,**,C,31
12566,**,C,**,**,C,91
12567,**,C,**,**,C,21
12568,**,C,**,**,C,6
12569,**,C,**,**,C,67
12570,**,C,**,**,C,42
12571,**,C,**,**,C,3
12572,**,C,**,**,C,58
12573,**,C,**,**,C,30
12574,**,C,**,**,C,29
12575,**,C,**,**,C,69
12576,**,C,**,**,C,41
12577,**,C,**,**,C,73
12578,**,C,**,**,C,84
12579,**,C,**,**,C,1
12580,**,C,**,**,C,77
12581,**,C,**,**,C,2
12582,**,C,**,**,C,37
12583,**,C,**,**,C,7
12584,**,C,**,**,C,48
12585,**,C,**,**,C,46
12586,**,C,**,**,C,86
12587,**,C,**,**,C,43
12588,**,C,**,**,C,26
12589,**,C,**,**,C,82
12590,**,C,**,**,C,6
12591,**,C,**,**,C,11
12592,**,C,**,**,C,91
12593,**,C,**,**,C,24
12594,**,C,**,**,C,97
12595,**,C,**,**,C,68
12596,**,C,**,**,C,84
12597,**,C,**,**,C,55
12598,**,C,**,**,C,2
12599,**,C,**,**,C,57
12600,**,C,**,**,C,48
12601,**,C,**,**,C,15
12602,**,C,**,**,C,91
12603,**,C,**,**,C,47
12604,**,C,**,**,C,25
12605,**,C,**,**,C,93
12606,**,C,**,**,C,91
12607,**,C,**,**,C,94
12608,**,C,**,**,C,39
12609,**,C,**,**,C,27
12610,**,C,**,**,C,34
12611,**,C,**,**,C,23
12612,**,C,**,**,C,20
12613,**,C,**,**,C,87
12614,**,C,**,**,C,16
12615,**,C,**,**,C,81
12616,**,C,**,**,C,30
12617,**,C,**,**,C,66
12618,**,C,**,**,C,24
12619,**,C,**,**,C,49
12620,**,C,**,**,C,62
12621,**,C,**,**,C,39
12622,**,C,**,**,C,6
12623,**,C,**,**,C,77
12624,**,C,**,**,C,35
12625,**,C,**,**,C,56
12626,**,C,**,**,C,17
12627,**,C,**,**,C,36
12628,**,C,**,**,C,91
12629,**,C,**,**,C,48
12630,**,C,**,**,C,78
12631,**,C,**,**,C,62
12632,**,C,**,**,C,83
12633,**,C,**,**,C,8
12634,**,C,**,**,C,99
12635,**,C,**,**,C,17
12636,**,C,**,**,C,20
12637,**,C,**,**,C,24
12638,**,C,**,**,C,49
12639,**,C,**,**,C,56
12640,**,C,**,**,C,5
12641,**,C,**,**,C,56
12642,**,C,**,**,C,9
12643,**,C,**,**,C,94
12644,**,C,**,**,C,58
12645,**,C,**,**,C,7
12646,**,C,**,**,C,61
12647,**,C,**,**,C,61
12648,**,C,**,**,C,75
12649,**,C,**,**,C,24
12650,**,C,**,**,C,29
12651,**,C,**,**,C,41
12652,**,C,**,**,C,63
12653,**,C,**,**,C,35
12654,**,C,**,**,C,67
12655,**,C,**,**,C,20
12656,**,C,**,**,C,67
12657,**,C,**,**,C,36
12658,**,C,**,**,C,13
12659,**,C,**,**,C,86
12660,**,C,**,**,C,45
12661,**,C,**,**,C,88
12662,**,C,**,**,C,83
12663,**,C,**,**,C,32
12664,**,C,**,**,C,64
12665,**,C,**,**,C,67
12666,**,C,**,**,C,52
12667,**,C,**,**,C,45
12668,**,C,**,**,C,89
12669,**,C,**,**,C,18
12670,**,C,**,**,C,2
12671,**,C,**,**,C,18
12672,**,C,**,**,C,26
12673,**,C,**,**,C,3
12674,**,C,**,**,C,28
12675,**,C,**,**,C,52
12676,**,C,**,**,C,81
12677,**,C,**,**,C,99
12678,**,C,**,**,C,78
12679,**,C,**,**,C,69
12680,**,C,**,**,C,97
12681,**,C,**,**,C,62
12682,**,C,**,**,C,97
12683,**,C,**,**,C,41
12684,**,C,**,**,C,87
12685,**,C,**,**,C,97
12686,**,C,**,**,C,16
12687,**,C,**,**,C,57
12688,**,C,**,**,C,2
12689,**,C,**,**,C,2
12690,**,C,**,**,C,72
12691,**,C,**,**,C,92
12692,**,C,**,**,C,81
12693,**,C,**,**,C,60
12694,**,C,**,**,C,80
12695,**,C,**,**,C,26
12696,**,C,**,**,C,83
12697,**,C,**,**,C,87
12698,**,C,**,**,C,70
12699,**,C,**,**,C,47
12700,**,C,**,**,C,36
12701,**,C,**,**,C,4
12702,**,C,**,**,C,78
12703,**,C,**,**,C,49
12704,**,C,**,**,C,50
12705,**,C,**,**,C,41
12706,**,C,**,**,C,93
12707,**,C,**,**,C,31
12708,**,C,**,**,C,7
12709,**,C,**,**,C,33
12710,**,C,**,**,C,87
12711,**,C,**,**,C,7
12712,**,C,**,**,C,8
12713,**,C,**,**,C,36
12714,**,C,**,**,C,66
12715,**,C,**,**,C,13
12716,**,C,**,**,C,43
12717,**,C,**,**,C,69
12718,**,C,**,**,C,85
12719,**,C,**,**,C,91
12720,**,C,**,**,C,15
12721,**,C,**,**,C,36
12722,**,C,**,**,C,63
12723,**,C,**,**,C,60
12724,**,C,**,**,C,10
12725,**,C,**,**,C,4
12726,**,C,**,**,C,66
12727,**,C,**,**,C,7
12728,**,C,**,**,C,93
12729,**,C,**,**,C,38
12730,**,C,**,**,C,79
12731,**,C,**,**,C,76
12732,**,C,**,**,C,86
12733,**,C,**,**,C,18
12734,**,C,**,**,C,21
12735,**,C,**,**,C,45
12736,**,C,**,**,C,66
12737,**,C,**,**,C,94
12738,**,C,**,**,C,60
12739,**,C,**,**,C,24
12740,**,C,**,**,C,28
12741,**,C,**,**,C,75
12742,**,C,**,**,C,8
12743,**,C,**,**,C,31
12744,**,C,**,**,C,67
12745,**,C,**,**,C,27
12746,**,C,**,**,C,4
12747,**,C,**,**,C,48
12748,**,C,**,**,C,37
12749,**,C,**,**,C,12
12750,**,C,**,**,C,93
12751,**,C,**,**,C,42
12752,**,C,**,**,C,67
12753,**,C,**,**,C,33
12754,**,C,**,**,C,64
12755,**,C,**,**,C,41
12756,**,C,**,**,C,27
12757,**,C,**,**,C,18
12758,**,C,**,**,C,98
12759,**,C,**,**,C,42
12760,**,C,**,**,C,84
12761,**,C,**,**,C,95
12762,**,C,**,**,C,28
12763,**,C,**,**,C,47
12764,**,C,**,**,C,19
12765,**,C,**,**,C,31
12766,**,C,**,**,C,72
12767,**,C,**,**,C,86
12768,**,C,**,**,C,32
12769,**,C,**,**,C,41
12770,**,C,**,**,C,14
12771,**,C,**,**,C,90
12772,**,C,**,**,C,31
12773,**,C,**,**,C,16
12774,**,C,**,**,C,70
12775,**,C,**,**,C,38
12776,**,C,**,**,C,20
12777,**,C,**,**,C,57
12778,**,C,**,**,C,95
12779,**,C,**,**,C,98
12780,**,C,**,**,C,6
12781,**,C,**,**,C,33
12782,**,C,**,**,C,10
12783,**,C,**,**,C,96
12784,**,C,**,**,C,55
12785,**,C,**,**,C,100
12786,**,C,**,**,C,76
12787,**,C,**,**,C,33
12788,**,C,**,**,C,83
12789,**,C,**,**,C,28
12790,**,C,**,**,C,66
12791,**,C,**,**,C,82
12792,**,C,**,**,C,92
12793,**,C,**,**,C,93
12794,**,C,**,**,C,93
12795,**,C,**,**,C,8
12796,**,C,**,**,C,17
12797,**,C,**,**,C,66
12798,**,C,**,**,C,12
12799,**,C,**,**,C,67
12800,**,C,**,**,C,27
12801,**,C,**,**,C,36
12802,**,C,**,**,C,47
12803,**,C,**,**,C,20
12804,**,C,**,**,C,84
12805,**,C,**,**,C,1
12806,**,C,**,**,C,82
12807,**,C,**,**,C,25
12808,**,C,**,**,C,60
12809,**,C,**,**,C,21
12810,**,C,**,**,C,29
12811,**,C,**,**,C,85
12812,**,C,**,**,C,25
12813,**,C,**,**,C,96
12814,**,C,**,**,C,60
12815,**,C,**,**,C,52
12816,**,C,**,**,C,14
12817,**,C,**,**,C,5
12818,**,C,**,**,C,16
12819,**,C,**,**,C,89
12820,**,C,**,**,C,66
12821,**,C,**,**,C,85
12822,**,C,**,**,C,96
12823,**,C,**,**,C,48
12824,**,C,**,**,C,100
12825,**,C,**,**,C,15
12826,**,C,**,**,C,7
12827,**,C,**,**,C,49
12828,**,C,**,**,C,52
12829,**,C,**,**,C,57
12830,**,C,**,**,C,53
12831,**,C,**,**,C,52
12832,**,C,**,**,C,71
12833,**,C,**,**,C,73
12834,**,C,**,**,C,93
12835,**,C,**,**,C,95
12836,**,C,**,**,C,27
12837,**,C,**,**,C,70
12838,**,C,**,**,C,58
12839,**,C,**,**,C,96
12840,**,C,**,**,C,30
12841,**,C,**,**,C,25
12842,**,C,**,**,C,39
12843,**,C,**,**,C,26
12844,**,C,**,**,C,6
12845,**,C,**,**,C,29
12846,**,C,**,**,C,35
12847,**,C,**,**,C,97
12848,**,C,**,**,C,10
12849,**,C,**,**,C,35
12850,**,C,**,**,C,19
12851,**,C,**,**,C,62
12852,**,C,**,**,C,6
12853,**,C,**,**,C,16
12854,**,C,**,**,C,31
12855,**,C,**,**,C,20
12856,**,C,**,**,C,27
12857,**,C,**,**,C,98
12858,**,C,**,**,C,85
12859,**,C,**,**,C,33
12860,**,C,**,**,C,3
12861,**,C,**,**,C,43
12862,**,C,**,**,C,45
12863,**,C,**,**,C,58
12864,**,C,**,**,C,16
12865,**,C,**,**,C,10
12866,**,C,**,**,C,16
12867,**,C,**,**,C,36
12868,**,C,**,**,C,57
12869,**,C,**,**,C,27
12870,**,C,**,**,C,40
12871,**,C,**,**,C,28
12872,**,C,**,**,C,16
12873,**,C,**,**,C,49
12874,**,C,**,**,C,34
12875,**,C,**,**,C,91
12876,**,C,**,**,C,1
12877,**,C,**,**,C,37
12878,**,C,**,**,C,61
12879,**,C,**,**,C,17
12880,**,C,**,**,C,9
12881,**,C,**,**,C,42
12882,**,C,**,**,C,39
12883,**,C,**,**,C,84
12884,**,C,**,**,C,10
12885,**,C,**,**,C,31
12886,**,C,**,**,C,98
12887,**,C,**,**,C,82
12888,**,C,**,**,C,52
12889,**,C,**,**,C,100
12890,**,C,**,**,C,97
12891,**,C,**,**,C,46
12892,**,C,**,**,C,75
12893,**,C,**,**,C,13
12894,**,C,**,**,C,38
12895,**,C,**,**,C,32
12896,**,C,**,**,C,45
12897,**,C,**,**,C,27
12898,**,C,**,**,C,26
12899,**,C,**,**,C,68
12900,**,C,**,**,C,31
12901,**,C,**,**,C,25
12902,**,C,**,**,C,26
12903,**,C,**,**,C,41
12904,**,C,**,**,C,54
12905,**,C,**,**,C,44
12906,**,C,**,**,C,51
12907,**,C,**,**,C,27
12908,**,C,**,**,C,94
12909,**,C,**,**,C,26
12910,**,C,**,**,C,55
12911,**,C,**,**,C,18
12912,**,C,**,**,C,26
12913,**,C,**,**,C,72
12914,**,C,**,**,C,89
12915,**,C,**,**,C,91
12916,**,C,**,**,C,92
12917,**,C,**,**,C,81
12918,**,C,**,**,C,59
12919,**,C,**,**,C,51
12920,**,C,**,**,C,66
12921,**,C,**,**,C,36
12922,**,C,**,**,C,58
12923,**,C,**,**,C,8
12924,**,C,**,**,C,44
12925,**,C,**,**,C,41
12926,**,C,**,**,C,30
12927,**,C,**,**,C,52
12928,**,C,**,**,C,45
12929,**,C,**,**,C,51
12930,**,C,**,**,C,56
12931,**,C,**,**,C,39
12932,**,C,**,**,C,63
12933,**,C,**,**,C,85
12934,**,C,**,**,C,10
12935,**,C,**,**,C,12
12936,**,C,**,**,C,24
12937,**,C,**,**,C,78
12938,**,C,**,**,C,25
12939,**,C,**,**,C,85
12940,**,C,**,**,C,40
12941,**,C,**,**,C,24
12942,**,C,**,**,C,17
12943,**,C,**,**,C,3
12944,**,C,**,**,C,62
12945,**,C,**,**,C,61
12946,**,C,**,**,C,24
12947,**,C,**,**,C,83
12948,**,C,**,**,C,33
12949,**,C,**,**,C,25
12950,**,C,**,**,C,81
12951,**,C,**,**,C,64
12952,**,C,**,**,C,23
12953,**,C,**,**,C,94
12954,**,C,**,**,C,18
12955,**,C,**,**,C,18
12956,**,C,**,**,C,5
12957,**,C,**,**,C,30
12958,**,C,**,**,C,53
12959,**,C,**,**,C,91
12960,**,C,**,**,C,55
12961,**,C,**,**,C,55
12962,**,C,**,**,C,12
12963,**,C,**,**,C,61
12964,**,C,**,**,C,23
12965,**,C,**,**,C,91
12966,**,C,**,**,C,88
12967,**,C,**,**,C,78
12968,**,C,**,**,C,54
12969,**,C,**,**,C,70
12970,**,C,**,**,C,98
12971,**,C,**,**,C,19
12972,**,C,**,**,C,51
12973,**,C,**,**,C,50
12974,**,C,**,**,C,30
12975,**,C,**,**,C,33
12976,**,C,**,**,C,99
12977,**,C,**,**,C,34
12978,**,C,**,**,C,82
12979,**,C,**,**,C,17
12980,**,C,**,**,C,11
12981,**,C,**,**,C,55
12982,**,C,**,**,C,2
12983,**,C,**,**,C,44
12984,**,C,**,**,C,68
12985,**,C,**,**,C,33
12986,**,C,**,**,C,39
12987,**,C,**,**,C,22
12988,**,C,**,**,C,88
12989,**,C,**,**,C,99
12990,**,C,**,**,C,98
12991,**,C,**,**,C,28
12992,**,C,**,**,C,40
12993,**,C,**,**,C,55
12994,**,C,**,**,C,29
12995,**,C,**,**,C,43
12996,**,C,**,**,C,24
12997,**,C,**,**,C,1
12998,**,C,**,**,C,87
12999,**,C,**,**,C,25
13000,**,C,**,**,C,83
13001,**,C,**,**,C,67
13002,**,C,**,**,C,56
13003,**,C,**,**,C,67
13004,**,C,**,**,C,92
13005,**,C,**,**,C,21
13006,**,C,**,**,C,27
13007,**,C,**,**,C,77
13008,**,C,**,**,C,35
13009,**,C,**,**,C,16
13010,**,C,**,**,C,33
13011,**,C,**,**,C,35
13012,**,C,**,**,C,45
13013,**,C,**,**,C,9
13014,**,C,**,**,C,46
13015,**,C,**,**,C,66
13016,**,C,**,**,C,4
13017,**,C,**,**,C,99
13018,**,C,**,**,C,23
13019,**,C,**,**,C,57
13020,**,C,**,**,C,39
13021,**,C,**,**,C,53
13022,**,C,**,**,C,6
13023,**,C,**,**,C,25
13024,**,C,**,**,C,27
13025,**,C,**,**,C,46
13026,**,C,**,**,C,2
13027,**,C,**,**,C,4
13028,**,C,**,**,C,38
13029,**,C,**,**,C,62
13030,**,C,**,**,C,37
13031,**,C,**,**,C,39
13032,**,C,**,**,C,51
13033,**,C,**,**,C,86
13034,**,C,**,**,C,33
13035,**,C,**,**,C,72
13036,**,C,**,**,C,76
13037,**,C,**,**,C,35
13038,**,C,**,**,C,61
13039,**,C,**,**,C,92
13040,**,C,**,**,C,80
13041,**,C,**,**,C,70
13042,**,C,**,**,C,15
13043,**,C,**,**,C,21
13044,**,C,**,**,C,63
13045,**,C,**,**,C,88
13046,**,C,**,**,C,1
13047,**,C,**,**,C,64
13048,**,C,**,**,C,92
13049,**,C,**,**,C,46
13050,**,C,**,**,C,32
13051,**,C,**,**,C,3
13052,**,C,**,**,C,83
13053,**,C,**,**,C,33
13054,**,C,**,**,C,89
13055,**,C,**,**,C,40
13056,**,C,**,**,C,26
13057,**,C,**,**,C,35
13058,**,C,**,**,C,57
13059,**,C,**,**,C,87
13060,**,C,**,**,C,95
13061,**,C,**,**,C,39
13062,**,C,**,**,C,91
13063,**,C,**,**,C,44
13064,**,C,**,**,C,23
13065,**,C,**,**,C,4
13066,**,C,**,**,C,86
13067,**,C,**,**,C,33
13068,**,C,**,**,C,62
13069,**,C,**,**,C,86
13070,**,C,**,**,C,66
13071,**,C,**,**,C,16
13072,**,C,**,**,C,22
13073,**,C,**,**,C,80
13074,**,C,**,**,C,59
13075,**,C,**,**,C,63
13076,**,C,**,**,C,92
13077,**,C,**,**,C,67
13078,**,C,**,**,C,84
13079,**,C,**,**,C,98
13080,**,C,**,**,C,78
13081,**,C,**,**,C,27
13082,**,C,**,**,C,63
13083,**,C,**,**,C,88
13084,**,C,**,**,C,61
13085,**,C,**,**,C,22
13086,**,C,**,**,C,12
13087,**,C,**,**,C,36
13088,**,C,**,**,C,73
13089,**,C,**,**,C,43
13090,**,C,**,**,C,89
13091,**,C,**,**,C,31
13092,**,C,**,**,C,80
13093,**,C,**,**,C,87
13094,**,C,**,**,C,53
13095,**,C,**,**,C,46
13096,**,C,**,**,C,71
13097,**,C,**,**,C,22
13098,**,C,**,**,C,100
13099,**,C,**,**,C,70
13100,**,C,**,**,C,71
13101,**,C,**,**,C,38
13102,**,C,**,**,C,10
13103,**,C,**,**,C,42
13104,**,C,**,**,C,25
13105,**,C,**,**,C,60
13106,**,C,**,**,C,68
13107,**,C,**,**,C,19
13108,**,C,**,**,C,27
13109,**,C,**,**,C,82
13110,**,C,**,**,C,56
13111,**,C,**,**,C,92
13112,**,C,**,**,C,65
13113,**,C,**,**,C,10
13114,**,C,**,**,C,37
13115,**,C,**,**,C,57
13116,**,C,**,**,C,40
13117,**,C,**,**,C,73
13118,**,C,**,**,C,51
13119,**,C,**,**,C,41
13120,**,C,**,**,C,22
13121,**,C,**,**,C,33
13122,**,C,**,**,C,56
13123,**,C,**,**,C,3
13124,**,C,**,**,C,88
13125,**,C,**,**,C,90
13126,**,C,**,**,C,47
13127,**,C,**,**,C,77
13128,**,C,**,**,C,65
13129,**,C,**,**,C,97
13130,**,C,**,**,C,84
13131,**,C,**,**,C,9
13132,**,C,**,**,C,74
13133,**,C,**,**,C,97
13134,**,C,**,**,C,18
13135,**,C,**,**,C,97
13136,**,C,**,**,C,67
13137,**,C,**,**,C,19
13138,**,C,**,**,C,77
13139,**,C,**,**,C,63
13140,**,C,**,**,C,2
13141,**,C,**,**,C,28
13142,**,C,**,**,C,52
13143,**,C,**,**,C,4
13144,**,C,**,**,C,43
13145,**,C,**,**,C,12
13146,**,C,**,**,C,15
13147,**,C,**,**,C,43
13148,**,C,**,**,C,24
13149,**,C,**,**,C,72
13150,**,C,**,**,C,95
13151,**,C,**,**,C,77
13152,**,C,**,**,C,26
13153,**,C,**,**,C,33
13154,**,C,**,**,C,59
13155,**,C,**,**,C,7
13156,**,C,**,**,C,30
13157,**,C,**,**,C,52
13158,**,C,**,**,C,45
13159,**,C,**,**,C,65
13160,**,C,**,**,C,72
13161,**,C,**,**,C,50
13162,**,C,**,**,C,14
13163,**,C,**,**,C,66
13164,**,C,**,**,C,7
13165,**,C,**,**,C,88
13166,**,C,**,**,C,18
13167,**,C,**,**,C,67
13168,**,C,**,**,C,77
13169,**,C,**,**,C,55
13170,**,C,**,**,C,80
13171,**,C,**,**,C,10
13172,**,C,**,**,C,72
13173,**,C,**,**,C,26
13174,**,C,**,**,C,15
13175,**,C,**,**,C,64
13176,**,C,**,**,C,43
13177,**,C,**,**,C,15
13178,**,C,**,**,C,73
13179,**,C,**,**,C,22
13180,**,C,**,**,C,17
13181,**,C,**,**,C,20
13182,**,C,**,**,C,30
13183,**,C,**,**,C,13
13184,**,C,**,**,C,9
13185,**,C,**,**,C,72
13186,**,C,**,**,C,28
13187,**,C,**,**,C,83
13188,**,C,**,**,C,75
13189,**,C,**,**,C,72
13190,**,C,**,**,C,24
13191,**,C,**,**,C,4
13192,**,C,**,**,C,1
13193,**,C,**,**,C,38
13194,**,C,**,**,C,88
13195,**,C,**,**,C,16
13196,**,C,**,**,C,26
13197,**,C,**,**,C,33
13198,**,C,**,**,C,27
13199,**,C,**,**,C,41
13200,**,C,**,**,C,54
13201,**,C,**,**,C,40
13202,**,C,**,**,C,74
13203,**,C,**,**,C,97
13204,**,C,**,**,C,59
13205,**,C,**,**,C,86
13206,**,C,**,**,C,29
13207,**,C,**,**,C,98
13208,**,C,**,**,C,60
13209,**,C,**,**,C,93
13210,**,C,**,**,C,8
13211,**,C,**,**,C,23
13212,**,C,**,**,C,42
13213,**,C,**,**,C,1
13214,**,C,**,**,C,63
13215,**,C,**,**,C,52
13216,**,C,**,**,C,99
13217,**,C,**,**,C,56
13218,**,C,**,**,C,30
13219,**,C,**,**,C,54
13220,**,C,**,**,C,53
13221,**,C,**,**,C,85
13222,**,C,**,**,C,29
13223,**,C,**,**,C,100
13224,**,C,**,**,C,5
13225,**,C,**,**,C,22
13226,**,C,**,**,C,53
13227,**,C,**,**,C,89
13228,**,C,**,**,C,51
13229,**,C,**,**,C,5
13230,**,C,**,**,C,51
13231,**,C,**,**,C,17
13232,**,C,**,**,C,84
13233,**,C,**,**,C,25
13234,**,C,**,**,C,43
13235,**,C,**,**,C,98
